Product Name,Product Lable,Product Discription,Product Price,Product Image Link
Oignon rose,,Au kg,"1,200",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2827958000000.jpg
Oignon blanc,,Au Kg,"0,920",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2822872000000.jpg
Courge ronde,,Au Kg,"3,680",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2822516000000.jpg
Oignon vert,,Au Kg,"1,150",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2822222000000.jpg
Fenouil sans fanes,,Au Kg,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2856609000000.jpg
Tomate allongée vrac,,Au Kg,"2,300",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800233000000.jpg
Potiron coupé emballé,,Au Kg,"3,000",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800696000000_1.jpg
Pomme de terre douce,,Au Kg,"11,650",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2822541000000_1.jpg
Poivron carré,,Au Kg,"2,875",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2856867000000-1.jpg
Poireau,,Au Kg,"3,450",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800420000000.jpg
Piment Baklouti,,Au Kg,"2,300",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2856615000000.jpg
Piment fort,,Au Kg,"1,490",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2856616000000_1_1.jpg
Oignon rouge sans fanes,,Au Kg,"0,750",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800463000000.jpg
Oignon Rebii demi fanes,,Au Kg,"0,750",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800460000000.jpg
Navet demi fanes,,Au Kg,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800425000000.jpg
Haricot vert,,Au Kg,"4,600",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800453000000.jpg
Épinard,,Au Kg,"1,180",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800449000000.jpg
Courgette,,Au Kg,"1,080",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800447000000_2.jpg
Concombre,,Au Kg,"1,180",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2800429000000.jpg
Chou-rave,,Au Kg,"2,300",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/8/2856186000000.jpg
Brocoli,FRESH AGRI,La barquette de 250g,"14,400",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600558-1.jpg
Pomme de terre grenaille,FRESH AGRI,La barquette de 500g,"4,400",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430602149-1.jpg
Carottes sans fanes,FRESH AGRI,La barquette de 500g,"3,180",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600152-1.jpg
Epinard,FRESH AGRI,La barquette de 250g,"5,760",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600183-1.jpg
Poireaux,FRESH AGRI,La botte,"3,600",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430603146-1.jpg
