Product Name,Product Lable,Product Discription,Product Price,Product Image Link
COCA COLA,COCA COLA,La canette de 24cl,"1,200",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000226662-1.jpg
PUNCH pomme,PUNCH,La bouteille de 1L,"2,300",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802346-1.jpg
PUNCH orange,PUNCH,La bouteille de 1L,"2,300",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802315-1.jpg
PUNCH à la pulpe d'orange,PUNCH,La bouteille de 30cl,"1,350",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534803022-1.jpg
PUNCH orange,PUNCH,La bouteille de 30cl,"1,170",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534803008-1_1.jpg
PUNCH cidre,PUNCH,La bouteille de 30cl,"1,170",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534803039-1.jpg
PUNCH pomme,PUNCH,La bouteille de 30cl,"1,170",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534803015-1.jpg
PUNCH cidre,PUNCH,La bouteille de 0.5L,"1,250",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802414-1_1.jpg
PUNCH pomme,PUNCH,La bouteille de 0.5L,"1,250",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802391-1_2_1.jpg
PUNCH orange,PUNCH,La bouteille de 0.5L,"1,250",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802360-1_3_1.jpg
PUNCH citron,PUNCH,La bouteille de 0.5L,"1,250",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802384-1.jpg
SPRITE,SPRITE,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/54491069_-1_3.jpg
FANTA orange,FANTA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/4/0/40822938_-1.jpg
COCA COLA zéro,COCA COLA,La bouteille de 30cl,"1,020",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/9/0/90375149-1_1_1.jpg
BOGA menthe,BOGA,La bouteille de 1L,"2,160",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019607030_-1.jpg
VIVA citron,VIVA,La bouteille de 1.5L,"2,990",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194007840043-1.jpg
SPRITE lemon,SPRITE,La bouteille de 1L,"2,180",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000050939-1_1.jpg
SCHWEPPES agrumes,SCHWEPPES,La canette de 33cl,"1,200",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000174031-1_1.jpg
SCHWEPPES citron,SCHWEPPES,La canette de 24cl,"1,200",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000163622-1_1.jpg
SCHWEPPES ananas,SCHWEPPES,La bouteille de 1L,"2,020",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000060600-1_2.jpg
SCHWEPPES tonic,SCHWEPPES,La bouteille de 1L,"2,540",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000044808-1_1_1.jpg
PUNCH cidre,PUNCH,La bouteille de 1L,"2,300",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802308-1.jpg
PUNCH pomme,PUNCH,La bouteille de 1.5L,"2,800",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802285-1.jpg
PUNCH orange,PUNCH,La bouteille de 1.5L,"2,800",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802254-1.jpg
PUNCH cidre,PUNCH,La bouteille de 1.5L,"2,800",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802247-1.jpg
