Product Name,Product Lable,Product Discription,Product Price,Product Image Link
Eau minérale PALMA 0.5L,PALMA,La bouteille de 0.5L,"0,530",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191599900018-2.jpg
Eau minérale MELLITI 0.5L,MELLITI,La bouteille de 0.5L,"0,360",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800319-1_2_1.jpg
Eau minérale MELLITI 1.5L,MELLITI,La bouteille de 1.5L,"0,620",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800302-1.jpg
Eau minérale MARWA 1.5L,MARWA,La bouteille de 1.5L,"0,590",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800722-1_1_1.jpg
Eau minérale MARWA 0.5L,MARWA,La bouteille de 0.5L,"0,400",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800739-zero.jpg
Eau minérale JEKTISS 1L,JEKTISS,La bouteille de 1L,"0,630",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194005660414-1_5.jpg
Eau minérale FOURAT 2L,FOURAT,La bouteille de 2L,"0,830",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191540700087-1_7.jpg
Eau minérale CRISTALINE 0.5L,CRISTALINE,La bouteille de 0.5L,"0,400",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800814-1.jpg
Eau minérale CRISTALINE 1.5L,CRISTALINE,La bouteille de 1.5L,"0,650",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800807-1.jpg
Eau minérale AQUALINE 1.5L,AQUALINE,La bouteille de 1.5L,"0,530",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191556500022-1_2.jpg
Eau minérale AQUALINE 0.5L,AQUALINE,La bouteille de 0.5L,"0,410",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191556500015-1_1.jpg
Eau minérale AQUALINE 2L,AQUALINE,La bouteille de 2L,"0,710",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191556500039-1_7.jpg
Eau gazéifiée JEKTISS 1L,JEKTISS,La bouteille de 1L,"0,660",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194005660148-1_1.jpg
Eau gazéifiée JEKTISS 0.5L,JEKTISS,La bouteille de 0.5L,"0,460",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194005660377-1_1.jpg
Eau gazéifiée pomme Déli'O,DÉLICE,La bouteille de 25cl,"0,880",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802483-1_1.jpg
Eau gazéifiée pêche Déli'O,DÉLICE,La bouteille de 25cl,"0,880",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802476-1_1.jpg
Eau gazéifiée menthe Déli'O,DÉLICE,La bouteille de 25cl,"0,880",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802506-1_6.jpg
Eau gazéifiée poire Déli'O,DÉLICE,La bouteille de 25cl,"0,880",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802469-1_1.jpg
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,"0,600",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800111_3.jpg
Eau gazéifiée GARCI 0.5L,GARCI,La bouteille de 0.5L,"0,450",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800630-1_1_1_.jpg
Eau gazéifiée GARCI 1L,GARCI,La bouteille de 1L,"0,630",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194001800524-1.jpg
